#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	1024215	1024451	-	EPJJIE_010163	8.9	8.7		
contig_2	1024441	1024698	-	EPJJIE_010164	9.8	9.6		
contig_2	1024692	1025036	-	EPJJIE_010165	12.1	5.8	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
contig_2	1025088	1025600	-	EPJJIE_010166	18.5	5.6	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
contig_2	1025787	1026071	-	EPJJIE_010167	10.7	6.4		
contig_2	1026432	1026626	-	EPJJIE_010168	7.2	6.6		
contig_2	1026759	1027094	-	EPJJIE_010169	12.3	4.1	PF13418.12|Kelch_4	PFAM:PF13418.12
contig_2	1027153	1027758	-	EPJJIE_010170	22.6	5.0	PF01344.31|Kelch_1, PF07646.21|Kelch_2, PF13415.12|Kelch_3, PF13418.12|Kelch_4, PF13964.12|Kelch_6, PF24681.1|Kelch_KLHDC2_KLHL20_DRC7	PFAM:PF01344.31, PFAM:PF07646.21, PFAM:PF13415.12, PFAM:PF13418.12, PFAM:PF13964.12, PFAM:PF24681.1
contig_2	1028010	1028366	+	EPJJIE_010171	13.1	6.5		
contig_2	1028454	1029335	+	EPJJIE_010172	32.9	4.4		
contig_2	1029332	1029640	+	EPJJIE_010173	10.8	6.0		
contig_2	1029657	1029989	+	EPJJIE_010174	12.1	9.8		
contig_2	1029934	1030167	+	EPJJIE_010175	8.6	5.6		
contig_2	1030190	1030537	+	EPJJIE_010176	13.1	9.9		
contig_2	1030696	1030974	-	EPJJIE_010177	9.7	7.8	PF04170.18|NlpE	PFAM:PF04170.18
contig_2	1031118	1031342	+	EPJJIE_010178	8.3	10.2		
contig_2	1031344	1031688	+	EPJJIE_010179	12.8	9.5		
contig_2	1031834	1032181	+	EPJJIE_010180	12.8	5.1		
contig_2	1032608	1033126	-	EPJJIE_010181	19.6	4.9	PF00072.30|Response_reg	PFAM:PF00072.30
contig_2	1033209	1033640	-	EPJJIE_010182	16.2	8.5	PF06580.19|His_kinase	PFAM:PF06580.19
contig_2	1033724	1034344	-	EPJJIE_010183	24.1	10.0		
contig_2	1034480	1035013	+	EPJJIE_010184	20.3	9.7		
contig_2	1035532	1035786	+	EPJJIE_010185	9.8	4.6		
contig_2	1035889	1036230	+	EPJJIE_010186	12.4	9.9		
contig_2	1036208	1036645	+	EPJJIE_010187	16.5	4.6		
contig_2	1036639	1037871	+	EPJJIE_010188	46.7	4.8	PF07980.17|SusD_RagB, PF12771.13|SusD-like_2, PF14322.12|SusD-like_3	PFAM:PF07980.17, PFAM:PF12771.13, PFAM:PF14322.12
contig_2	1037913	1038083	+	EPJJIE_010189	6.5	9.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_2	1038065	1038253	+	EPJJIE_010190	7.5	10.2	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_2	1038859	1039332	+	EPJJIE_010191	18.1	7.0		
contig_2	1039313	1039780	+	EPJJIE_010192	17.5	8.8	PF03629.24|SASA	PFAM:PF03629.24
contig_2	1039817	1040107	+	EPJJIE_010193	10.7	9.7		
contig_2	1040150	1040344	+	EPJJIE_010194	7.1	8.7	PF08305.17|NPCBM	PFAM:PF08305.17
contig_2	1040380	1040655	+	EPJJIE_010195	10.1	6.2	PF08305.17|NPCBM	PFAM:PF08305.17
contig_2	1040646	1040810	+	EPJJIE_010196	5.7	4.7		
contig_2	1040940	1041134	+	EPJJIE_010197	7.3	9.4		
contig_2	1041119	1041484	+	EPJJIE_010198	14.2	6.4		
contig_2	1041536	1042048	+	EPJJIE_010199	19.2	6.1		
contig_2	1042123	1042611	+	EPJJIE_010200	19.0	7.7		
contig_2	1043422	1043670	+	EPJJIE_010201	8.9	8.9		
contig_2	1043690	1044217	+	EPJJIE_010202	20.3	6.2	PF10566.15|Glyco_hydro_97	PFAM:PF10566.15
contig_2	1044189	1044740	+	EPJJIE_010203	20.6	5.6	PF10566.15|Glyco_hydro_97, PF14509.12|GH97_C	PFAM:PF10566.15, PFAM:PF14509.12
contig_2	1045881	1046141	+	EPJJIE_010204	9.7	10.0	PF13715.12|CarbopepD_reg_2	PFAM:PF13715.12
contig_2	1046128	1046235	+	EPJJIE_010205	3.8	7.9		
contig_2	1046225	1047250	+	EPJJIE_010206	37.8	8.8	PF07715.20|Plug	PFAM:PF07715.20
contig_2	1047208	1047435	+	EPJJIE_010207	8.8	4.8		
contig_2	1047466	1047867	+	EPJJIE_010208	15.4	6.7		
contig_2	1047845	1048129	+	EPJJIE_010209	10.6	8.9	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_2	1048126	1048950	+	EPJJIE_010210	31.1	5.4		
contig_2	1049219	1049773	+	EPJJIE_010211	21.2	6.4	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_2	1049773	1050504	+	EPJJIE_010212	27.8	5.6	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_2	1050491	1050667	+	EPJJIE_010213	6.9	8.0	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_2	1050744	1051208	+	EPJJIE_010214	17.1	6.8	PF01120.23|Alpha_L_fucos	PFAM:PF01120.23
contig_2	1051261	1051656	+	EPJJIE_010215	15.0	5.0		
contig_2	1051614	1052261	+	EPJJIE_010216	24.5	6.5	PF00754.31|F5_F8_type_C, PF22633.2|F5_F8_type_C_2	PFAM:PF00754.31, PFAM:PF22633.2
contig_2	1052291	1052539	+	EPJJIE_010217	9.1	4.8		
contig_2	1052536	1052652	+	EPJJIE_010218	4.2	7.9		
contig_2	1052749	1053030	-	EPJJIE_010219	10.6	10.0		
contig_2	1053155	1053817	+	EPJJIE_010220	25.6	8.3	PF17170.10|DUF5128	PFAM:PF17170.10
contig_2	1053814	1053957	+	EPJJIE_010221	5.5	4.1		
contig_2	1054107	1054307	+	EPJJIE_010222	7.3	10.0		
contig_2	1054452	1055051	+	EPJJIE_010223	21.8	6.0	PF01012.27|ETF	PFAM:PF01012.27
contig_2	1055067	1055582	+	EPJJIE_010224	18.8	5.4	PF01012.27|ETF	PFAM:PF01012.27
contig_2	1055558	1055851	+	EPJJIE_010225	11.7	10.5		
contig_2	1056090	1056695	+	EPJJIE_010227	22.4	4.6	PF02771.21|Acyl-CoA_dh_N	PFAM:PF02771.21
contig_2	1056701	1057156	+	EPJJIE_010228	16.5	9.5	PF00441.29|Acyl-CoA_dh_1, PF02770.24|Acyl-CoA_dh_M, PF08028.16|Acyl-CoA_dh_2	PFAM:PF00441.29, PFAM:PF02770.24, PFAM:PF08028.16
contig_2	1057273	1057560	+	EPJJIE_010229	10.7	5.7	PF00441.29|Acyl-CoA_dh_1, PF12186.13|AcylCoA_dehyd_C	PFAM:PF00441.29, PFAM:PF12186.13
contig_2	1057557	1057925	+	EPJJIE_010230	13.9	5.0	PF12186.13|AcylCoA_dehyd_C	PFAM:PF12186.13
contig_2	1058138	1058782	+	EPJJIE_010231	25.5	9.0	PF02837.24|Glyco_hydro_2_N, PF22666.2|Glyco_hydro_2_N2	PFAM:PF02837.24, PFAM:PF22666.2
contig_2	1058793	1059050	+	EPJJIE_010232	9.6	9.5		
contig_2	1059100	1059285	+	EPJJIE_010233	7.0	8.0	PF00703.27|Glyco_hydro_2	PFAM:PF00703.27
contig_2	1059297	1059569	+	EPJJIE_010234	10.6	6.6	PF02836.23|Glyco_hydro_2_C	PFAM:PF02836.23
contig_2	1059548	1060576	+	EPJJIE_010235	38.6	5.3	PF02836.23|Glyco_hydro_2_C, PF16353.11|LacZ_4	PFAM:PF02836.23, PFAM:PF16353.11
contig_2	1060702	1061529	+	EPJJIE_010236	29.6	8.3	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_2	1061471	1062064	+	EPJJIE_010237	22.3	6.6	PF00754.31|F5_F8_type_C, PF22633.2|F5_F8_type_C_2	PFAM:PF00754.31, PFAM:PF22633.2
contig_2	1062207	1062437	-	EPJJIE_010238	9.1	5.1	PF13591.12|MerR_2	PFAM:PF13591.12
contig_2	1062424	1062519	-	EPJJIE_010239	3.6	4.4		
contig_2	1062535	1062978	-	EPJJIE_010240	16.2	9.0	PF01556.23|DnaJ_C	PFAM:PF01556.23
contig_2	1062972	1063475	-	EPJJIE_010241	18.7	9.4	PF00226.36|DnaJ	PFAM:PF00226.36
contig_2	1063489	1063674	-	EPJJIE_010242	6.9	9.0		
contig_2	1063719	1063925	-	EPJJIE_010243	7.6	9.5	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_2	1063922	1064104	-	EPJJIE_010244	6.6	4.5		
contig_2	1064062	1064505	-	EPJJIE_010245	16.5	6.9	PF00512.31|HisKA	PFAM:PF00512.31
contig_2	1064619	1064918	-	EPJJIE_010246	11.6	8.9		
contig_2	1064881	1065135	-	EPJJIE_010247	10.1	4.9	PF00989.32|PAS	PFAM:PF00989.32
contig_2	1065418	1065522	-	EPJJIE_010248	3.6	4.1		
contig_2	1065522	1066271	-	EPJJIE_010249	28.4	5.7		
contig_2	1066229	1066783	-	EPJJIE_010250	20.8	9.4	PF08019.17|EptA_B_N	PFAM:PF08019.17
contig_2	1066750	1067388	-	EPJJIE_010251	24.3	9.4		
contig_2	1067469	1068260	-	EPJJIE_010252	29.9	9.3		
contig_2	1068519	1069172	+	EPJJIE_010253	24.9	9.4	PF00759.25|Glyco_hydro_9, PF02927.20|CelD_N	PFAM:PF00759.25, PFAM:PF02927.20
contig_2	1069174	1069338	+	EPJJIE_010254	6.1	5.5		
contig_2	1069365	1069886	+	EPJJIE_010255	19.8	5.9	PF00759.25|Glyco_hydro_9	PFAM:PF00759.25
contig_2	1069895	1070455	+	EPJJIE_010256	20.6	4.9	PF00759.25|Glyco_hydro_9	PFAM:PF00759.25
contig_2	1070656	1071030	+	EPJJIE_010257	14.1	9.5		
contig_2	1071101	1071718	+	EPJJIE_010258	23.3	10.4		
contig_2	1072126	1072641	+	EPJJIE_010259	20.1	9.7		
contig_2	1072795	1073325	+	EPJJIE_010260	20.5	6.5		
contig_2	1073407	1073994	+	EPJJIE_010261	22.1	9.7	PF00085.26|Thioredoxin, PF08534.16|Redoxin	PFAM:PF00085.26, PFAM:PF08534.16
contig_2	1074392	1074643	-	EPJJIE_010262	9.6	9.5		
contig_2	1074643	1075257	-	EPJJIE_010263	21.9	5.5	PF01212.27|Beta_elim_lyase	PFAM:PF01212.27
contig_2	1075639	1075905	-	EPJJIE_010264	10.3	9.7		
contig_2	1075908	1076087	-	EPJJIE_010265	6.9	6.6	PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04545.22, PFAM:PF08281.18
contig_2	1076173	1076367	-	EPJJIE_010266	7.2	4.8		
contig_2	1076598	1076714	+	EPJJIE_010267	4.2	5.9		
contig_2	1076723	1077034	+	EPJJIE_010268	11.3	9.4		
contig_2	1077176	1077313	-	EPJJIE_010269	5.1	9.5	PF10771.15|DUF2582	PFAM:PF10771.15
contig_2	1078037	1078285	+	EPJJIE_010271	9.1	7.7		
contig_2	1078304	1078417	+	EPJJIE_010272	4.2	4.1		
contig_2	1080222	1080584	-	EPJJIE_010275	14.1	8.7		
contig_2	1080613	1081383	-	EPJJIE_010276	29.2	9.2	PF01344.31|Kelch_1, PF13715.12|CarbopepD_reg_2	PFAM:PF01344.31, PFAM:PF13715.12
contig_2	1081439	1081681	-	EPJJIE_010277	9.1	4.5		
contig_2	1081638	1081880	-	EPJJIE_010278	9.3	9.7		
contig_2	1082024	1082383	-	EPJJIE_010279	13.9	5.9	PF17170.10|DUF5128	PFAM:PF17170.10
contig_2	1082483	1082728	-	EPJJIE_010280	9.3	7.6		
contig_2	1082742	1083098	-	EPJJIE_010281	12.6	4.8		
contig_2	1083131	1084030	-	EPJJIE_010282	32.9	7.6		
contig_2	1083969	1084322	-	EPJJIE_010283	12.2	9.5		
contig_2	1084485	1084700	-	EPJJIE_010284	7.8	5.8	PF00166.26|Cpn10	PFAM:PF00166.26
contig_2	1085491	1085802	+	EPJJIE_010285	11.9	9.6		
contig_2	1085843	1086097	+	EPJJIE_010286	9.2	5.0		
contig_2	1086434	1086619	+	EPJJIE_010287	6.9	5.7		
contig_2	1086616	1086939	+	EPJJIE_010288	12.4	10.1		
contig_2	1086960	1087304	+	EPJJIE_010289	13.3	4.5		
contig_2	1087724	1088266	+	EPJJIE_010290	20.2	4.4		
contig_2	1088375	1088599	+	EPJJIE_010291	8.6	8.9		
contig_2	1088717	1088896	+	EPJJIE_010292	6.9	9.5		
contig_2	1088910	1089299	+	EPJJIE_010293	15.0	5.4		
contig_2	1089370	1089750	+	EPJJIE_010294	14.6	6.8		
contig_2	1090072	1090527	+	EPJJIE_010295	16.9	4.3		
contig_2	1090530	1090889	+	EPJJIE_010296	13.1	4.5		
contig_2	1090961	1091485	+	EPJJIE_010297	19.7	9.7	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_2	1091479	1091715	+	EPJJIE_010298	8.9	7.7		
contig_2	1091691	1091861	+	EPJJIE_010299	6.5	9.8		
contig_2	1091982	1092194	+	EPJJIE_010300	8.1	5.0		
contig_2	1092191	1092379	+	EPJJIE_010301	7.9	9.8		
contig_2	1092431	1092724	+	EPJJIE_010302	10.8	8.7		
contig_2	1092928	1093122	-	EPJJIE_010303	7.0	9.6		
contig_2	1093161	1093370	+	EPJJIE_010304	7.9	8.6		
contig_2	1093355	1093495	+	EPJJIE_010305	5.2	8.9		
contig_2	1093589	1093879	-	EPJJIE_010306	11.6	5.0	PF03976.20|PPK2	PFAM:PF03976.20
contig_2	1093972	1094139	-	EPJJIE_010307	6.2	10.0		
contig_2	1094079	1094273	-	EPJJIE_010308	7.2	6.0	PF03976.20|PPK2	PFAM:PF03976.20
contig_2	1094242	1094475	-	EPJJIE_010309	8.6	8.6		
contig_2	1094516	1094773	-	EPJJIE_010310	9.8	9.4		
contig_2	1094986	1095393	-	EPJJIE_010311	16.4	9.6		
contig_2	1095403	1095711	-	EPJJIE_010312	12.2	9.1	PF08281.18|Sigma70_r4_2	PFAM:PF08281.18
contig_2	1095719	1095874	-	EPJJIE_010313	6.2	4.4	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_2	1096010	1096240	-	EPJJIE_010314	8.7	9.5		
contig_2	1097115	1097468	-	EPJJIE_010316	13.4	9.4		
contig_2	1098162	1098431	-	EPJJIE_010317	10.0	5.4		
contig_2	1098447	1098560	-	EPJJIE_010318	4.2	8.2		
contig_2	1098595	1098861	-	EPJJIE_010319	10.2	6.1		
contig_2	1099108	1099275	-	EPJJIE_010320	6.2	6.5		
contig_2	1099451	1099876	-	EPJJIE_010321	16.4	6.3		
contig_2	1099849	1100172	-	EPJJIE_010322	12.8	5.7		
contig_2	1100261	1100971	-	EPJJIE_010323	26.3	8.5		
contig_2	1101409	1102086	+	EPJJIE_010324	24.9	5.9	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_2	1102073	1102492	+	EPJJIE_010325	16.0	5.0	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_2	1102471	1102857	+	EPJJIE_010326	14.4	5.4	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_2	1102903	1103538	+	EPJJIE_010327	23.9	8.8	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_2	1103613	1103786	+	EPJJIE_010328	6.2	10.3		
contig_2	1103907	1104764	+	EPJJIE_010329	32.4	6.9	PF07676.18|PD40	PFAM:PF07676.18
contig_2	1104779	1105264	+	EPJJIE_010330	18.0	4.7		
contig_2	1105415	1106134	+	EPJJIE_010331	27.1	5.6	PF00326.27|Peptidase_S9, PF01738.24|DLH, PF08840.17|BAAT_C, PF12146.15|Hydrolase_4	PFAM:PF00326.27, PFAM:PF01738.24, PFAM:PF08840.17, PFAM:PF12146.15
contig_2	1106406	1106822	-	EPJJIE_010332	15.0	9.5	PF03129.25|HGTP_anticodon	PFAM:PF03129.25
contig_2	1106834	1106959	-	EPJJIE_010333	4.8	4.7		
contig_2	1106935	1107462	-	EPJJIE_010334	19.9	7.7	PF00587.30|tRNA-synt_2b, PF13393.11|tRNA-synt_His	PFAM:PF00587.30, PFAM:PF13393.11
contig_2	1107507	1107758	-	EPJJIE_010335	9.7	9.5	PF13393.11|tRNA-synt_His	PFAM:PF13393.11
contig_2	1107707	1107889	-	EPJJIE_010336	7.1	9.6		
contig_2	1108180	1109151	+	EPJJIE_010337	37.4	9.1		
contig_2	1109136	1109246	+	EPJJIE_010338	4.1	4.5		
contig_2	1110228	1110767	-	EPJJIE_010340	20.5	9.5	PF01120.23|Alpha_L_fucos	PFAM:PF01120.23
contig_2	1110736	1111239	-	EPJJIE_010341	19.4	6.7	PF01120.23|Alpha_L_fucos	PFAM:PF01120.23
contig_2	1111642	1112142	-	EPJJIE_010342	19.2	4.5	PF00709.27|Adenylsucc_synt	PFAM:PF00709.27
contig_2	1112123	1112245	-	EPJJIE_010343	4.1	4.1	PF00709.27|Adenylsucc_synt	PFAM:PF00709.27
contig_2	1112334	1112915	-	EPJJIE_010344	20.9	9.3	PF00709.27|Adenylsucc_synt	PFAM:PF00709.27
contig_2	1113501	1113818	+	EPJJIE_010346	12.0	6.0		
contig_2	1113874	1114158	+	EPJJIE_010347	10.7	9.4		
contig_2	1114155	1114871	+	EPJJIE_010348	27.6	9.7		
contig_2	1114904	1115161	+	EPJJIE_010349	10.0	7.9		
contig_2	1115967	1116149	-	EPJJIE_010351	7.0	6.2		
contig_2	1116136	1116594	-	EPJJIE_010352	17.5	9.1		
contig_2	1116605	1117246	-	EPJJIE_010353	23.6	5.3		
contig_2	1117333	1117482	-	EPJJIE_010354	5.5	4.1		
contig_2	1117493	1118017	-	EPJJIE_010355	19.8	6.9		
contig_2	1118164	1118466	-	EPJJIE_010356	11.7	9.0	PF12833.13|HTH_18	PFAM:PF12833.13
contig_2	1118958	1119401	+	EPJJIE_010357	16.2	5.6	PF00270.35|DEAD	PFAM:PF00270.35
contig_2	1119507	1119701	+	EPJJIE_010358	7.0	7.8	PF00271.37|Helicase_C	PFAM:PF00271.37
contig_2	1119647	1120105	+	EPJJIE_010359	17.6	6.9	PF00271.37|Helicase_C, PF16124.10|RecQ_Zn_bind	PFAM:PF00271.37, PFAM:PF16124.10
contig_2	1120026	1120241	-	EPJJIE_010360	8.0	9.4		
contig_2	1120292	1120612	+	EPJJIE_010361	12.2	9.7	PF00570.28|HRDC	PFAM:PF00570.28
contig_2	1121004	1121321	-	EPJJIE_010362	12.0	4.8	PF07719.23|TPR_2, PF13181.12|TPR_8, PF13428.12|TPR_14, PF13431.12|TPR_17	PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13428.12, PFAM:PF13431.12
contig_2	1121276	1121695	-	EPJJIE_010363	16.3	9.8	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13174.12|TPR_6, PF13181.12|TPR_8, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
contig_2	1122006	1122344	-	EPJJIE_010364	11.9	4.7		
contig_2	1122367	1122909	-	EPJJIE_010365	19.0	5.9		
contig_2	1123133	1123966	+	EPJJIE_010366	31.7	9.7		
contig_2	1123963	1124751	+	EPJJIE_010367	29.9	5.6		
contig_2	1124691	1124918	+	EPJJIE_010368	8.5	5.2		
contig_2	1124911	1125171	+	EPJJIE_010369	9.8	6.5		
contig_2	1125144	1125575	+	EPJJIE_010370	15.9	9.3		
contig_2	1127367	1128263	-	EPJJIE_010372	33.5	7.6		
contig_2	1128283	1128792	-	EPJJIE_010373	19.6	5.2	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_2	1128836	1129099	-	EPJJIE_010374	10.0	7.9		
contig_2	1129050	1129550	-	EPJJIE_010375	18.7	7.8		
contig_2	1129532	1129891	-	EPJJIE_010376	12.8	8.8	PF07715.20|Plug	PFAM:PF07715.20
contig_2	1129893	1130087	-	EPJJIE_010377	7.0	9.3		
contig_2	1130084	1130515	-	EPJJIE_010378	15.5	8.5	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_2	1130995	1131375	+	EPJJIE_010379	14.3	9.3		
contig_2	1131684	1131848	-	EPJJIE_010380	6.4	6.5		
contig_2	1132001	1132483	-	EPJJIE_010381	18.2	7.7	PF16363.11|GDP_Man_Dehyd	PFAM:PF16363.11
contig_2	1132483	1133010	-	EPJJIE_010382	19.3	5.1	PF04321.23|RmlD_sub_bind, PF16363.11|GDP_Man_Dehyd	PFAM:PF04321.23, PFAM:PF16363.11
contig_2	1133007	1133456	-	EPJJIE_010383	16.8	8.8		
contig_2	1133431	1133943	-	EPJJIE_010384	19.2	9.2		
contig_2	1133898	1134428	-	EPJJIE_010385	20.2	7.6		
contig_2	1134524	1135219	-	EPJJIE_010386	26.5	9.6	PF07578.16|LAB_N	PFAM:PF07578.16
contig_2	1135224	1135520	-	EPJJIE_010387	11.6	10.0		
contig_2	1135517	1135984	-	EPJJIE_010388	17.5	4.6	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_2	1136071	1136418	+	EPJJIE_010389	13.0	9.8		
contig_2	1136247	1136819	-	EPJJIE_010390	21.5	5.3	PF00180.25|Iso_dh	PFAM:PF00180.25
contig_2	1136828	1137238	-	EPJJIE_010391	14.7	5.2	PF00180.25|Iso_dh	PFAM:PF00180.25
contig_2	1137251	1137490	-	EPJJIE_010392	8.9	9.2	PF08502.15|LeuA_dimer	PFAM:PF08502.15
contig_2	1137438	1137725	-	EPJJIE_010393	10.7	6.1	PF08502.15|LeuA_dimer	PFAM:PF08502.15
contig_2	1137722	1138075	-	EPJJIE_010394	13.1	7.9		
contig_2	1138024	1138542	-	EPJJIE_010395	19.7	5.6	PF00682.25|HMGL-like	PFAM:PF00682.25
contig_2	1138658	1138780	-	EPJJIE_010396	4.5	5.6		
contig_2	1138803	1139015	-	EPJJIE_010397	8.1	4.6		
contig_2	1139020	1139349	-	EPJJIE_010398	12.3	6.7	PF00694.25|Aconitase_C	PFAM:PF00694.25
contig_2	1139988	1140398	-	EPJJIE_010400	15.0	6.3		
contig_2	1140338	1140601	-	EPJJIE_010401	9.5	9.0		
contig_2	1140585	1140845	-	EPJJIE_010402	9.8	5.4		
contig_2	1140894	1141580	-	EPJJIE_010403	24.9	6.2	PF08502.15|LeuA_dimer, PF22617.1|HCS_D2	PFAM:PF08502.15, PFAM:PF22617.1
contig_2	1141565	1142179	-	EPJJIE_010404	22.5	7.7	PF00682.25|HMGL-like	PFAM:PF00682.25
contig_2	1142125	1142298	-	EPJJIE_010405	6.2	4.9	PF00682.25|HMGL-like	PFAM:PF00682.25
contig_2	1142258	1142389	-	EPJJIE_010406	4.8	7.7		
contig_2	1142793	1143035	-	EPJJIE_010407	8.2	5.3		
contig_2	1148493	1148768	-	EPJJIE_010413	10.6	10.1		
contig_2	1150372	1150515	+	EPJJIE_010415	5.0	8.2		
contig_2	1150515	1150649	+	EPJJIE_010416	4.7	4.7		
contig_2	1150735	1151175	+	EPJJIE_010417	16.6	8.8		
contig_2	1151135	1151281	+	EPJJIE_010418	5.5	7.8		
contig_2	1151382	1151723	+	EPJJIE_010419	12.1	7.8	PF00574.28|CLP_protease	PFAM:PF00574.28
contig_2	1151723	1152034	+	EPJJIE_010420	11.5	7.9		
contig_2	1152161	1152727	+	EPJJIE_010421	21.5	9.3		
contig_2	1152790	1153359	+	EPJJIE_010422	22.1	6.0		
contig_2	1153326	1153601	+	EPJJIE_010423	10.4	6.7	PF01048.26|PNP_UDP_1	PFAM:PF01048.26
contig_2	1153758	1154042	+	EPJJIE_010424	10.1	5.4	PF01048.26|PNP_UDP_1	PFAM:PF01048.26
contig_2	1154069	1154230	+	EPJJIE_010425	5.8	5.1		
contig_2	1154230	1154631	+	EPJJIE_010426	14.5	5.1	PF00586.29|AIRS	PFAM:PF00586.29
contig_2	1154612	1155103	+	EPJJIE_010427	18.3	4.8		
contig_2	1155546	1155743	+	EPJJIE_010429	7.3	10.3	PF17293.8|Arm-DNA-bind_5	PFAM:PF17293.8
contig_2	1155689	1155949	+	EPJJIE_010430	9.9	9.6		
contig_2	1156024	1156698	+	EPJJIE_010431	26.0	8.9	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_2	1156695	1156784	+	EPJJIE_010432	3.4	10.3		
contig_2	1156787	1156954	+	EPJJIE_010433	6.1	4.6		
contig_2	1156959	1157162	+	EPJJIE_010434	7.8	9.7		
contig_2	1158920	1159210	+	EPJJIE_010437	11.2	9.4		
contig_2	1159491	1159838	+	EPJJIE_010438	13.6	9.5	PF19514.5|MobC_2	PFAM:PF19514.5
contig_2	1159801	1159914	+	EPJJIE_010439	4.6	8.1	PF19514.5|MobC_2	PFAM:PF19514.5
contig_2	1160012	1160692	-	EPJJIE_010440	25.6	5.1	PF00072.30|Response_reg	PFAM:PF00072.30
contig_2	1160751	1161212	-	EPJJIE_010441	17.4	8.5	PF06580.19|His_kinase	PFAM:PF06580.19
contig_2	1161236	1161403	-	EPJJIE_010442	6.3	8.0		
contig_2	1161400	1161678	-	EPJJIE_010443	10.6	4.4		
contig_2	1162050	1162448	+	EPJJIE_010444	15.3	5.8	PF13302.13|Acetyltransf_3	PFAM:PF13302.13
contig_2	1162584	1163024	+	EPJJIE_010445	15.8	5.2	PF13533.12|Biotin_lipoyl_2	PFAM:PF13533.12
contig_2	1163027	1163572	+	EPJJIE_010446	19.9	6.6		
contig_2	1163703	1166324	+	EPJJIE_010447	95.0	5.1	PF02355.23|SecD_SecF_C	PFAM:PF02355.23
contig_2	1166321	1166815	+	EPJJIE_010448	18.0	9.6		
contig_2	1166816	1167265	+	EPJJIE_010449	16.4	7.8	PF08139.17|LPAM_1	PFAM:PF08139.17
contig_2	1167231	1167434	+	EPJJIE_010450	7.5	9.3		
contig_2	1167418	1167696	+	EPJJIE_010451	10.2	6.5		
contig_2	1167660	1168088	+	EPJJIE_010452	15.7	7.9		
contig_2	1168315	1168638	+	EPJJIE_010453	12.9	9.1		
contig_2	1168581	1169345	+	EPJJIE_010454	29.5	10.1		
contig_2	1169906	1170133	+	EPJJIE_010455	8.6	9.0		
contig_2	1170142	1170336	+	EPJJIE_010456	7.6	8.0		
contig_2	1170333	1170527	+	EPJJIE_010457	7.2	9.8		
contig_2	1170749	1170979	+	EPJJIE_010458	8.9	9.8		
contig_2	1171120	1171230	+	EPJJIE_010459	4.2	4.8		
contig_2	1171444	1171737	+	EPJJIE_010460	11.0	9.8		
contig_2	1172262	1172498	+	EPJJIE_010461	9.1	6.9	PF00512.31|HisKA	PFAM:PF00512.31
contig_2	1172542	1172691	+	EPJJIE_010462	5.8	5.0		
contig_2	1172658	1173101	+	EPJJIE_010463	16.5	4.7	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_2	1173130	1173369	+	EPJJIE_010464	8.6	4.6	PF00072.30|Response_reg	PFAM:PF00072.30
contig_2	1173336	1173611	+	EPJJIE_010465	10.4	9.4		
contig_2	1173732	1174142	+	EPJJIE_010466	15.7	9.4	PF00072.30|Response_reg	PFAM:PF00072.30
contig_2	1175275	1175478	-	EPJJIE_010468	7.9	8.8		
